X,Y,Location,Road,Area,City,District,Province
74.17808052,32.19010902,Gulshan Iqbal Park,Siddiqui St,",",Gujranwala,District Gujranwala,Punjab
74.17929556,32.19152657,Ghani Paya,Service Rd,",",Gujranwala,District Gujranwala,Punjab
74.17927142,32.19176036,Honda Autos,Service Rd,",",Gujranwala,District Gujranwala,Punjab
74.17985614,32.19120651,Siddiqui Stop,GT Road,",",Gujranwala,District Gujranwala,Punjab
74.17857137,32.19237493,Afzal Electronic shaheen abad branch,Mustafa Colony,",",Gujranwala,District Gujranwala,Punjab
74.17881813,32.19289246,Perfect E Academy,Main Bazaar Near Sercice Road,",",Gujranwala,District Gujranwala,Punjab
74.17888284,32.19320144,Sufi Biryani,Service Rd,",",Gujranwala,District Gujranwala,Punjab
74.1788369,32.19332429,Makkah Biryani,Service Rd,",",Gujranwala,District Gujranwala,Punjab
74.17869542,32.19387813,Madina Tikka Shop & Chargha House,N5,Shaheenabad Climaxabad,Gujranwala,District Gujranwala,Punjab
74.17648528,32.19282096,Ideal Computer and Graphics,Mustafa Colony Shop-30 Super Mobile Market,",",Gujranwala,District Gujranwala,Punjab
74.17610642,32.19710122,The Climax Engineering Co. Ltd.,GT Road,",",Gujranwala,District Gujranwala,Punjab
74.17741265,32.19793875,Climax Town Mosque,Service Rd,",",Gujranwala,District Gujranwala,Punjab
74.1769674,32.19892096,Swidish Institute of Technology,Gujranwala,",",Gujranwala,District Gujranwala,Punjab
74.17642828,32.20055513,Sharp Industry,Service Rd,",",Gujranwala,District Gujranwala,Punjab
74.17583015,32.20233792,PSO Filling Station,G.T. Rd,",",Gujranwala,District Gujranwala,Punjab
74.18289576,32.19986969,Gavreyard,Bilal Town,",",Gujranwala,District Gujranwala,Punjab
74.18434348,32.19885798,Fatmiya Masjid,Bilal Town,",",Gujranwala,District Gujranwala,Punjab
74.18917347,32.20149022,Board of Intermediate & Secondary Education,Faiz Alam Town,",",Gujranwala,District Gujranwala,Punjab
74.19014845,32.20211096,BISEGRW Cricket Ground,",",",",Gujranwala,District Gujranwala,Punjab
74.19513401,32.20245538,Comfort Engineers,Opp. Royal Garden Hotel Siddiqui Street Sialkot Bypass,",",Gujranwala,District Gujranwala,Punjab
74.19426765,32.20408664,Royal Garden Hotel,Sialkot Bypass,",",Gujranwala,District Gujranwala,Punjab
74.19447687,32.20344435,Royal Garden Mosque,Sialkot Bypass,",",Gujranwala,District Gujranwala,Punjab
74.19426765,32.20512326,K.K. Chicks Poultary,Sialkot Bypass,",",Gujranwala,District Gujranwala,Punjab
74.19683654,32.20372294,Gold Star Factory,Sialkot Bypass,",",Gujranwala,District Gujranwala,Punjab
73.8146013,32.26570809,Saddat Imam Bargah,Main Bazar,",",Ali Pur Chatha,District Gujranwala,Punjab
73.81410778,32.2657353,Jamia Masjid Usman-e-Ghani,Main Bazar,",",Ali Pur Chatha,District Gujranwala,Punjab
73.79649639,32.26874678,Fish Farm,Mandi Bahudin-Gujranwala Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.78997326,32.27589508,Sarwala Village,",",",",",",District Gujranwala,Punjab
73.82276059,32.26783959,Mohalla Islamabad,Gujranwala Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.83108616,32.26482768,Inton Wala Bhatta,Gujranwala Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.90399933,32.25306275,Verpal Chatha,Gujranwala-Ali Pur Chatha Rd,",",",",District Gujranwala,Punjab
73.93846035,32.2522478,Mariyamabad,Gujranwala-Ali Pur Chatha Rd,",",",",District Gujranwala,Punjab
73.97094727,32.24963131,Dehla Chatha,Gujranwala-Ali Pur Chatha Rd,",",",",District Gujranwala,Punjab
73.9883709,32.24672767,Islamia Public School,Kalaske Rd,Gujranwala Rd,Dehla Chatha,District Gujranwala,Punjab
74.18170452,32.18990088,Senior School,G.T Rd,Quaid-i-Azam Divisional Public School,Gujranwala,District Gujranwala,Punjab
74.18280296,32.18627824,Junior School,G.T Rd,Quaid-i-Azam Divisional Public School,Gujranwala,District Gujranwala,Punjab
74.18464832,32.18641444,Girls College,D C Rd,Quaid-i-Azam Divisional Public School,Gujranwala,District Gujranwala,Punjab
74.18043189,32.18701372,Shama Cinema,G.T Rd,",",Gujranwala,District Gujranwala,Punjab
74.18006711,32.18730428,State Life Insurance,G.T Rd,",",Gujranwala,District Gujranwala,Punjab
74.17903714,32.18793079,Shelton Hotel,G.T Rd,",",Gujranwala,District Gujranwala,Punjab
74.18807745,32.18564819,District Sui Gas Office,Sui Gas Rd,Ehtsham Colony,Gujranwala,District Gujranwala,Punjab
74.18862998,32.18491724,Haris Medical Complex,Sui Gas Rd,Ehtsham Colony,Gujranwala,District Gujranwala,Punjab
74.18808818,32.18602357,Sui Northern Gas Pipe Lines Ltd,Sui Gas Rd,Ehtsham Colony,Gujranwala,District Gujranwala,Punjab
74.19030637,32.18775444,Qabarustan,",",Ehtsham Colony,Gujranwala,District Gujranwala,Punjab
74.19108152,32.18237022,Adil Hospital,D C Rd,Lalazar Colony,Gujranwala,District Gujranwala,Punjab
74.1905129,32.18478558,Mobilink Tower,Jinah Rd,",",Gujranwala,District Gujranwala,Punjab
74.18834567,32.18454949,HFC,Jinah Rd,",",Gujranwala,District Gujranwala,Punjab
74.19299126,32.18880719,Fatomand,Jinah Rd,",",Gujranwala,District Gujranwala,Punjab
74.19676781,32.18575633,Chah Gory Wala,Jinah Rd,",",Gujranwala,District Gujranwala,Punjab
74.18921471,32.18898878,Ehtsham Colony,Sui Gas Rd,",",Gujranwala,District Gujranwala,Punjab
74.19964314,32.18887982,Imran Colony,Kacha Fatomand Rd,",",Gujranwala,District Gujranwala,Punjab
74.19084549,32.18364972,Lalazar Colony,Jinah Rd,",",Gujranwala,District Gujranwala,Punjab
74.19878483,32.18299099,Raja Bazar,Kacha Fatomand Rd,",",Gujranwala,District Gujranwala,Punjab
74.19096351,32.18300667,Raja Bazar,D C Rd,",",Gujranwala,District Gujranwala,Punjab
74.20391321,32.18542449,Muhalla Quaid-e-Azam,Kacha Fatomand Rd,",",Gujranwala,District Gujranwala,Punjab
74.20700312,32.18446695,Passport Office,Sialkot Rd,Islam Pura,Gujranwala,District Gujranwala,Punjab
74.21058655,32.18542944,Islam Pura,Sialkot Rd,",",Gujranwala,District Gujranwala,Punjab
74.20612335,32.18305042,Post Office,Sialkot Rd,Islam Pura,Gujranwala,District Gujranwala,Punjab
74.20603752,32.18212422,Javed Surgical Steel Furniture,Sialkot Rd,Gulzar colony,Gujranwala,District Gujranwala,Punjab
74.20449257,32.17986729,Christian's Graveyard,Sialkot Rd,Gulzar colony,Gujranwala,District Gujranwala,Punjab
74.20114517,32.17612597,Bashir Hospital,Sialkot Rd,Islam Colony,Gujranwala,District Gujranwala,Punjab
74.20329094,32.17717937,Government Girls School,Sialkot Rd,Mohalla Kashmir Park,Gujranwala,District Gujranwala,Punjab
74.20410633,32.17565376,Mohalla Kashmir Park,Sialkot Rd,",",Gujranwala,District Gujranwala,Punjab
74.2084837,32.17492727,Abid Colony,",",",",Gujranwala,District Gujranwala,Punjab
74.21118736,32.17543581,Khokhar Ke Qabarustan,Beeta Street,Aziz Colony,Gujranwala,District Gujranwala,Punjab
74.21301126,32.17469115,Nursar Qabarustan,",",Fazal Colony,Gujranwala,District Gujranwala,Punjab
74.20322657,32.17469115,Jamia Masjid Anwaar-i-Mustafa,",",",",Gujranwala,District Gujranwala,Punjab
74.20465981,32.17366847,Khokhar Ke,",",",",Gujranwala,District Gujranwala,Punjab
74.20047556,32.17029017,St. Joseph's Urdu High School,Sialkot Rd,Abu Bakar Town,Gujranwala,District Gujranwala,Punjab
74.20747519,32.1715358,Government Sir Syed Girls High School,",",Popular Nursery Town,Gujranwala,District Gujranwala,Punjab
74.20408487,32.1702231,Sharif Colony,Delta Rd,",",Gujranwala,District Gujranwala,Punjab
74.19957876,32.1681343,Punjab College of Information Technology,Circular Rd,",",Gujranwala,District Gujranwala,Punjab
74.19741154,32.16975085,Session Court,",",Civil Lines,Gujranwala,District Gujranwala,Punjab
74.19524431,32.17260246,Chatha Hospital,Hospital Rd,Chatha Colony,Gujranwala,District Gujranwala,Punjab
74.19675708,32.17180329,The Educators,",",Chatha Colony,Gujranwala,District Gujranwala,Punjab
74.1952014,32.17185778,Punjab College for Women,",",Chatha Colony,Gujranwala,District Gujranwala,Punjab
74.1957593,32.17249348,Dr. Nabila Bashir Hospital,",",Chatha Colony,Gujranwala,District Gujranwala,Punjab
74.19755638,32.17279771,Girls Hostel for Christian School & College,Church Rd,",",Gujranwala,District Gujranwala,Punjab
74.19946074,32.17342515,Church,Church Rd Sialkot Rd,",",Gujranwala,District Gujranwala,Punjab
74.19823766,32.17437414,Christian Technical Training Center,Church Rd,",",Gujranwala,District Gujranwala,Punjab
74.19689119,32.17522323,Boys Hostel for Christian School & College,",",",",Gujranwala,District Gujranwala,Punjab
74.19550717,32.17501436,City Sports Complex,Hospital Rd,",",Gujranwala,District Gujranwala,Punjab
74.19163942,32.16957417,DHQ Hospital,Hospital Rd,Civil Lines,Gujranwala,District Gujranwala,Punjab
74.19163942,32.16714024,Munir Chowk,Hospital Rd,",",Gujranwala,District Gujranwala,Punjab
74.19517994,32.16617755,DCO Office,Sialkot Rd,",",Gujranwala,District Gujranwala,Punjab
74.19729352,32.16790312,Shell Pump,Sialkot Rd,",",Gujranwala,District Gujranwala,Punjab
74.19734716,32.16761704,Gujranwala College of Commerce,Sialkot Rd,",",Gujranwala,District Gujranwala,Punjab
74.19630647,32.16773511,Excise & Taxation Office,Sialkot Rd,",",Gujranwala,District Gujranwala,Punjab
74.1957593,32.16865196,Punjab College of Commerce,Session Court Rd,",",Gujranwala,District Gujranwala,Punjab
74.19493854,32.16810705,Chemma Heart Complex,Zia-ul-Haq Rd,",",Gujranwala,District Gujranwala,Punjab
74.19380128,32.16902431,Punjab College for Women Campus I,Zia-ul-Haq Rd,Highway Officers Colony,Gujranwala,District Gujranwala,Punjab
74.19227242,32.16904702,DHQ Parking,",",DHQ Hospital,Gujranwala,District Gujranwala,Punjab
74.19303417,32.16853926,Punjab Employees Social Security Institution,",",Highway Officers Colony,Gujranwala,District Gujranwala,Punjab
74.19298589,32.17047367,Al Mudabbir School,Hospital Rd,",",Gujranwala,District Gujranwala,Punjab
74.19449866,32.17080969,Dr. Rashida Ch. Hospital & Maternity,Hospital Rd,",",Gujranwala,District Gujranwala,Punjab
74.19332922,32.17267139,Circuit House,Hospital Rd,Civil Lines,Gujranwala,District Gujranwala,Punjab
74.18813646,32.17488723,Passport Office,Bukhari rd,",",Gujranwala,District Gujranwala,Punjab
74.18714941,32.17639469,Railway Station,",",",",Gujranwala,District Gujranwala,Punjab
74.18292761,32.1739985,Trust Plaza,",",Model Town,Gujranwala,District Gujranwala,Punjab
74.07330036,32.40527175,Wadla Cheema Stop,Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
74.07235622,32.41103254,Wadla Cheema,",",",",",",District Gujranwala,Punjab
74.06767845,32.40063059,Phaloki Stop,Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
74.06149864,32.41023219,Phaloki,",",",",",",District Gujranwala,Punjab
74.05785084,32.4120437,Phaloki Qabrustan,",",",",",",District Gujranwala,Punjab
74.06948089,32.40171103,Plastic Factory,Rasul Nagar-Wazirabad Rd,Near Phaloki Stop,",",District Gujranwala,Punjab
74.04847383,32.38335668,Gunian Wala Police Station,Rasul Nagar-Wazirabad Rd,",",Gunian Wala,District Gujranwala,Punjab
74.04787302,32.38332044,Engro Fuel Station,Rasul Nagar-Wazirabad Rd,",",Gunian Wala,District Gujranwala,Punjab
74.04510498,32.38080823,Stop Guian Wala/Kot Jaffar,Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
74.03677941,32.38628065,Kot Jaffar,Khanki Rd,",",",",District Gujranwala,Punjab
74.03604985,32.38425118,Kot Jaffar Qabrustan,Khanki Rd,",",",",District Gujranwala,Punjab
74.04918194,32.37747386,Gunian Wala,",",",",",",District Gujranwala,Punjab
74.03759479,32.37374069,Mali Wala,Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
74.03819561,32.36834,Thatt,Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
74.03343201,32.37192841,Kathore Kalan Stop,Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
74.02338982,32.38185924,Kathore Kalan,",",",",",",District Gujranwala,Punjab
74.01965618,32.3801921,Hassan Kathore,Kathore Kalan Rd,",",",",District Gujranwala,Punjab
74.02117968,32.36853277,Kheuewali Stop,Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
74.00708199,32.36329489,Mansurwali Stop,Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
74.00645971,32.36374801,Grammar Model School,Mansurwali Rd,",",Mansurwali,District Gujranwala,Punjab
73.94631386,32.33978413,Qabrustan,Ahmed Nagar Rd,",",Dillawar Cheema,District Gujranwala,Punjab
73.95120621,32.33311227,Govt. Boys High School,Ahmed Nagar Rd,",",Dillawar Cheema,District Gujranwala,Punjab
73.93974781,32.33633948,Govt. Girls High School,",",",",Dillawar Cheema,District Gujranwala,Punjab
73.94399643,32.33626861,Dillawar Cheema,Ahmed Nagar Rd,",",",",District Gujranwala,Punjab
73.90650988,32.33901446,Jamke Chatha,Wazirabad-Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
73.87979507,32.3345281,Lower Chnab Canal,Wazirabad-Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
73.86340141,32.33561592,Mandiala Chatha,Wazirabad-Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
73.83516312,32.33286009,Salhoke Chatha,Wazirabad-Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
73.8194561,32.32995912,Rakh Kalan,Wazirabad-Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
73.80525112,32.32882179,Choti Rakh Kalan,Wazirabad-Rasul Nagar-Wazirabad Rd,",",",",District Gujranwala,Punjab
73.78112197,32.32593799,Al Hussian Imam Bargah,",",Muhalla Sadiq-e-Akbar,Rasul Nagar,District Gujranwala,Punjab
73.78198028,32.32635503,Govt. Hospital,",",",",Rasul Nagar,District Gujranwala,Punjab
73.7818408,32.32739103,Rasul Nagar Bus Stop,Wazirabad Rd,",",Rasul Nagar,District Gujranwala,Punjab
73.7824738,32.32813443,PTCL Exchange,Bara Dari Rd,",",Rasul Nagar,District Gujranwala,Punjab
73.7811166,32.3277718,Govt. High School for Boys,Main Bazar,",",Rasul Nagar,District Gujranwala,Punjab
73.77992034,32.32869322,Al-Imran Masjid & Imam Bargah,Rasul Nagar Bazar,",",Rasul Nagar,District Gujranwala,Punjab
73.78700137,32.32449565,Masjid Noor,Rasul Nagar Rd,",",Rasul Nagar,District Gujranwala,Punjab
73.78515601,32.32326264,Qabrustan Nai Abadi,Wazirabad Rd,",",Rasul Nagar,District Gujranwala,Punjab
73.78235579,32.33065141,Church,",",Christian Town,Rasul Nagar,District Gujranwala,Punjab
73.78097177,32.33112282,Christian's Graveyard,",",Christian Town,Rasul Nagar,District Gujranwala,Punjab
73.77979159,32.33024345,Darbar Gulab Shah,Rasul Nagar Bazar,",",Rasul Nagar,District Gujranwala,Punjab
73.78334284,32.32964512,Girls High School & College,Bara Dari Rd,",",Rasul Nagar,District Gujranwala,Punjab
73.78493071,32.33042477,Agricultural Land,Bara Dari Rd,",",Rasul Nagar,District Gujranwala,Punjab
73.77355814,32.32005557,Peer Pathan,Wazirabad Rd,",",Rasul Nagar,District Gujranwala,Punjab
73.77583265,32.32321071,Bara Qabrustan,Qabrustan Rd,",",Rasul Nagar,District Gujranwala,Punjab
73.79164696,32.30159065,Rasulpur,Rasul Nagar Rd,",",",",District Gujranwala,Punjab
73.79692554,32.30967941,Hassan Pur ,Rasul Nagar Rd,",",",",District Gujranwala,Punjab
73.80512238,32.287723,Jranwan,Rasul Nagar Rd,",",",",District Gujranwala,Punjab
73.81971359,32.297917,Bhagy Da Kot,",",",",",",District Gujranwala,Punjab
73.849926,32.30079262,Manchar Chatha,Jamke Chatha Rd,",",",",District Gujranwala,Punjab
73.84709358,32.29969449,Manchar Chatha Railway Station,Ali Pur Chatha Rd,",",",",District Gujranwala,Punjab
73.84593487,32.29693756,Govt. Boys High School,Ali Pur Chatha Rd,",",",",District Gujranwala,Punjab
73.81658077,32.25576823,Ali Pur Chatha Railway Station,",",",",Ali Pur Chatha,District Gujranwala,Punjab
73.81196737,32.26928614,PTCL Exchange,Rasul Nagar Rd,Mohalla Sadiq-e-Akbar,Ali Pur Chatha,District Gujranwala,Punjab
73.81108761,32.26870554,Jamia Masjid Madni,Rasul Nagar Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.81263256,32.26663715,Govt. Boys High School,Rasul Nagar Rd,Rasul Nagar Chungi,Ali Pur Chatha,District Gujranwala,Punjab
73.81196737,32.26496788,Madina Chowk,Rasul Nagar Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.8067317,32.26603839,Ali Medical Centre,Qadirabad-Gujranwala Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.81346941,32.27050174,Govt. Girls College Sports Ground,Rasul Nagar Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.81398439,32.2717899,Govt. Girls College,Qabrustan Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.813169,32.27427546,Qabrustan,Rasul Nagar Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.81031513,32.27703308,CNG Station,Rasul Nagar Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.81072283,32.2777769,Chatha CNG Station,Rasul Nagar Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.81998181,32.27562707,Inton Wala Bhatta,",",",",Ali Pur Chatha,District Gujranwala,Punjab
73.81389856,32.26531015,Police Station,Main Bazar,",",Ali Pur Chatha,District Gujranwala,Punjab
73.81720305,32.26565489,Ali Pur Times,Gujranwala Rd,",",Ali Pur Chatha,District Gujranwala,Punjab
73.99051666,32.24629212,Flour Mill,Kalaske Rd,Gujranwala Rd,Dehla Chatha,District Gujranwala,Punjab
74.00534391,32.24413577,Kot Proya,Gujranwala-Ali Pur Chatha Rd,",",",",District Gujranwala,Punjab
